trxn_id,cash_direction,transaction_type,amount,other_party_id,institution_id,xceed_rf_score,isFraud
31683,CashIn,ACH,1438756,4928,18,3,0
31684,CashIn,Wire,98600,3982429,941,3,0
31685,CashIn,ACH,2,31356,3,10,1
31686,CashIn,ACH,4545001,4928,18,7,0
31687,CashIn,Wire,688452,3508322,3557,6,0
31688,CashIn,Wire,360000,4934938,18130,5,0
31689,CashIn,Wire,550000,4661295,71,3,0
31690,CashIn,ACH,2149,72679,6,2,0
31691,CashIn,Wire,16463058,2254359,530,6,0
31692,CashIn,ACH,19258,1453148,15,7,0
31693,CashIn,ACH,193944,2319998,183,4,0
31694,CashIn,ACH,10200,4376826,3,3,0
31695,CashIn,ACH,957,4928,18,7,0
31696,CashIn,ACH,39765,1894253,78,1,0
31697,CashIn,Wire,427617,4951885,815,5,0
31698,CashIn,ACH,214,4928,18,0,0
31699,CashIn,ACH,196500,7353,3,3,0
31700,CashIn,ACH,220000,7353,3,3,0
31701,CashIn,ACH,412827,59152,11,4,0
31702,CashIn,ACH,699197,4928,18,4,0
31703,CashIn,ACH,86763,4928,18,5,0
31704,CashOut,ACH,200,3435056,18,10,1
31705,CashIn,ACH,10235,72679,6,5,0
31706,CashOut,ACH,66048,3467508,18,7,0
31707,CashIn,ACH,8027652,4000,3,6,0
31708,CashOut,ACH,398131,1592,5,7,0
31709,CashIn,ACH,100,382,18,0,0
31710,CashIn,ACH,33687,1453148,15,6,0
31711,CashIn,ACH,49790,7353,3,3,0
31712,CashIn,ACH,4839,4904576,139,5,0
31713,CashIn,ACH,1270,6228,345,8,0
31714,CashIn,ACH,5500000,4768,49,6,0
31715,CashIn,ACH,13385,4376826,3,2,0
31716,CashIn,ACH,141852,4928,18,3,0
31717,CashOut,ACH,62117,3475302,2893,6,0
31718,CashIn,ACH,19349,4928,18,1,0
31719,CashOut,ACH,80000,3449669,133,5,0
31720,CashIn,ACH,268299,4711910,192,2,0
31721,CashIn,ACH,1126473,75462,192,9,1
31722,CashIn,ACH,1496500,7353,3,4,0
31723,CashOut,Wire,3989000,4873756,145982,9,1
31724,CashIn,Wire,246610,2890335,2084,5,0
31725,CashIn,ACH,113660,4413,3,0,0
31726,CashIn,ACH,13348,4928,18,2,0
31727,CashIn,Wire,808677,157708,313,5,0
31728,CashIn,ACH,23308,4928,18,8,0
31729,CashOut,ACH,16000,4557998,76716,5,0
31730,CashIn,ACH,39760,3988,18,5,0
31731,CashIn,ACH,10738,4928,18,3,0
31732,CashIn,ACH,63000,400,2791,7,0
31733,CashIn,ACH,207097,3410308,18,5,0
31734,CashIn,ACH,43946,3485,64,10,1
31735,CashIn,ACH,11155,72679,6,10,1
31736,CashIn,ACH,7524,4272311,43,1,0
31737,CashIn,ACH,421500,7353,3,2,0
31738,CashIn,ACH,4285,1453148,15,1,0
31739,CashIn,Wire,18995136,7282,224,2,0
31740,CashIn,ACH,266624,7353,3,4,0
31741,CashIn,ACH,1498556,754751,31,6,0
31742,CashIn,ACH,472761,1894253,78,3,0
31743,CashIn,ACH,667899,4928,18,6,0
31744,CashOut,ACH,129683,3449436,18,5,0
31745,CashIn,ACH,36295,4928,18,0,0
31746,CashIn,ACH,59300,456,2804,7,0
31747,CashOut,ACH,28579,12412,18,4,0
31748,CashOut,ACH,60000,3426473,18,0,0
31749,CashIn,ACH,995,1453148,15,7,0
31750,CashIn,ACH,11908,4928,18,9,1
31751,CashOut,ACH,32272,3427111,76,10,1
31752,CashIn,ACH,1081,1453148,15,7,0
31753,CashIn,ACH,395,1453148,15,4,0
31754,CashIn,ACH,273707,4928,18,8,0
31755,CashIn,ACH,55322,4928,18,10,1
31756,CashIn,ACH,12079,1453148,15,3,0
31757,CashIn,Wire,6068875,6477,239,7,0
31758,CashIn,ACH,17201,4928,18,8,0
31759,CashIn,ACH,12210,4928,18,2,0
31760,CashIn,ACH,5524,4928,18,0,0
31761,CashIn,ACH,9637,4376826,3,5,0
31762,CashIn,ACH,39123,4928,18,4,0
31763,CashIn,ACH,60033,4928,18,6,0
31764,CashIn,ACH,10500,4469013,2,5,0
31765,CashIn,ACH,792086,4928,18,0,0
31766,CashIn,Wire,5507138,2559865,186,8,0
31767,CashIn,Wire,1996500,2235063,239,7,0
31768,CashOut,ACH,47864,1601690,6,7,0
31769,CashOut,ACH,8071,3430193,1873,5,0
31770,CashIn,ACH,444356,4928,18,4,0
31771,CashIn,ACH,10,4943829,1,10,1
31772,CashIn,ACH,91447415,4928,18,1,0
31773,CashIn,Wire,993500,3781340,595,6,0
31774,CashOut,ACH,2734557,71846,3,1,0
31775,CashOut,ACH,52741,3433621,3,4,0
31776,CashIn,Wire,4742591,3989690,2070,8,0
31777,CashIn,Wire,557067,6477,239,7,0
31778,CashIn,ACH,196815,59831,3,8,0
31779,CashIn,ACH,7222,4928,18,6,0
31780,CashIn,ACH,5812,4928,18,0,0
31781,CashIn,ACH,5456,1453148,15,2,0
31782,CashIn,ACH,132800,1702,18,6,0
31783,CashIn,ACH,1937,4928,18,0,0
31784,CashIn,Wire,1049961,2740260,71,7,0
31785,CashIn,ACH,193632,75462,192,9,1
31786,CashIn,Wire,286322,157708,313,5,0
31787,CashIn,Wire,3114300,4144836,614,0,0
31788,CashIn,ACH,1310653,4928,18,8,0
31789,CashOut,ACH,139674,22463,2,10,1
31790,CashOut,ACH,30000,4935978,1,3,0
31791,CashIn,ACH,20795,4974,3,9,1
31792,CashIn,ACH,3845,4928,18,3,0
31793,CashIn,Wire,248870,2043390,307,4,0
31794,CashIn,ACH,110196,4928,18,4,0
31795,CashIn,Wire,2378403,6477,239,4,0
31796,CashIn,Wire,101000,3712575,1,7,0
31797,CashIn,ACH,89725,4928,18,5,0
31798,CashIn,ACH,3952,4928,18,5,0
31799,CashIn,Wire,20997500,4924999,523,7,0
31800,CashIn,ACH,38715,7353,3,10,1
31801,CashOut,ACH,25000,1601690,6,0,0
31802,CashIn,ACH,24600,59152,11,3,0
31803,CashOut,ACH,40000,382,18,10,1
31804,CashIn,ACH,130000,76049,7,8,0
31805,CashIn,ACH,17991,4585734,81822,7,0
31806,CashOut,ACH,1571798,3595995,10,1,0
31807,CashIn,ACH,60882,6228,345,7,0
31808,CashIn,ACH,25219,4206,18,10,1
31809,CashIn,ACH,637066,4928,18,10,1
31810,CashOut,ACH,254580,1328046,1592,8,0
31811,CashIn,ACH,1226195,4928,18,10,1
31812,CashIn,Wire,3335585,4099411,146,2,0
31813,CashIn,ACH,1906,1453148,15,8,0
31814,CashIn,ACH,24960,4928,18,0,0
31815,CashIn,Wire,4049036,1925127,871,8,0
31816,CashIn,ACH,838,4928,18,4,0
31817,CashIn,ACH,1320,4928,18,1,0
31818,CashIn,ACH,634090,7353,3,6,0
31819,CashIn,Wire,4407411,3971198,161,7,0
31820,CashIn,ACH,23607,3844,3,9,1
31821,CashIn,Wire,967000,2338481,1,4,0
31822,CashIn,ACH,81607,1983086,16,4,0
31823,CashIn,ACH,15054,4928,18,4,0
31824,CashIn,ACH,2803990,4928,18,10,1
31825,CashIn,ACH,13638,4928,18,10,1
31826,CashIn,ACH,3352,72679,6,10,1
31827,CashIn,ACH,3209,4928,18,2,0
31828,CashIn,ACH,865,4928,18,10,1
31829,CashIn,ACH,230958,7353,3,5,0
31830,CashIn,ACH,36268,4928,18,1,0
31831,CashIn,ACH,307461,2922817,18,8,0
31832,CashOut,ACH,188500,4814495,49,6,0
31833,CashIn,ACH,19656,4974,3,1,0
31834,CashIn,ACH,593,4928,18,9,1
31835,CashIn,ACH,21549,4928,18,6,0
31836,CashIn,Wire,9527700,2716527,518,5,0
31837,CashIn,ACH,1734,4928,18,10,1
31838,CashIn,ACH,242200,2922817,18,7,0
31839,CashIn,ACH,366515,4711910,192,1,0
31840,CashIn,ACH,955690,4928,18,4,0
31841,CashIn,ACH,1834,4974,3,2,0
31842,CashIn,ACH,142324,4928,18,7,0
31843,CashIn,ACH,1651,6228,345,5,0
31844,CashIn,ACH,6496,1453148,15,0,0
31845,CashIn,ACH,1775,6228,345,7,0
31846,CashIn,Wire,177170,157708,313,7,0
31847,CashIn,Wire,1696717,2737062,146,7,0
31848,CashOut,ACH,4000,3426887,3,7,0
31849,CashIn,Wire,11475000,3412344,4121,5,0
31850,CashIn,ACH,30383,6228,345,0,0
31851,CashIn,Wire,511348,508589,71,9,1
31852,CashIn,ACH,15,4944224,1,8,0
31853,CashIn,ACH,30865,6228,345,3,0
31854,CashIn,ACH,728,1453148,15,8,0
31855,CashIn,ACH,14816,4585734,81822,4,0
31856,CashIn,ACH,168801,61306,18,10,1
31857,CashIn,ACH,14294,4272311,43,0,0
31858,CashIn,Wire,49000,4938863,14604,2,0
31859,CashIn,ACH,23524,6228,345,6,0
31860,CashIn,ACH,9833,4928,18,7,0
31861,CashIn,Wire,500000,1432035,523,7,0
31862,CashIn,ACH,779288,4928,18,2,0
31863,CashOut,ACH,228657,74571,18,9,1
31864,CashIn,ACH,643740,4928,18,5,0
31865,CashIn,ACH,6488,4928,18,8,0
31866,CashIn,Wire,9400000,4471733,562,6,0
31867,CashIn,Wire,512733,6477,239,5,0
31868,CashIn,ACH,27370,4998,100,2,0
31869,CashIn,ACH,41160,1453148,15,7,0
31870,CashIn,ACH,132000,5388,7,2,0
31871,CashIn,ACH,17230,72679,6,9,1
31872,CashOut,ACH,7457,273262,10,0,0
31873,CashIn,ACH,32185,4928,18,9,1
31874,CashIn,ACH,3675,72679,6,5,0
31875,CashIn,ACH,670360,7353,3,0,0
31876,CashIn,Wire,1387496,472008,146,2,0
31877,CashIn,ACH,6042,72679,6,0,0
31878,CashOut,ACH,2105085,15983,6,1,0
31879,CashIn,ACH,2950,4928,18,2,0
31880,CashIn,ACH,50000,4928005,1,8,0
31881,CashIn,ACH,84416,4928,18,5,0
31882,CashIn,ACH,3227,4928,18,2,0
31883,CashIn,Wire,5219137,3785335,603,0,0
31884,CashIn,ACH,53233,4928,18,5,0
31885,CashIn,Wire,9617873,4944520,186,5,0
31886,CashIn,Wire,10000,4955801,688,1,0
31887,CashIn,ACH,4834,1453148,15,5,0
31888,CashIn,ACH,13400,4376826,3,8,0
31889,CashIn,ACH,9484,4928,18,5,0
31890,CashIn,ACH,3146,72679,6,6,0
31891,CashIn,ACH,36941,7353,3,6,0
31892,CashIn,ACH,450,4928,18,3,0
31893,CashIn,ACH,20906,4000,3,2,0
31894,CashIn,ACH,106740,4841613,139112,1,0
31895,CashIn,ACH,32648,4928,18,3,0
31896,CashIn,Wire,946136,6477,239,7,0
31897,CashOut,ACH,82688,3607980,18,8,0
31898,CashIn,ACH,37130,4928,18,0,0
31899,CashIn,ACH,38221,4928,18,6,0
31900,CashIn,ACH,1212,4928,18,0,0
31901,CashOut,ACH,1000,3429627,69,1,0
31902,CashIn,ACH,6740,4413,3,2,0
31903,CashIn,ACH,5734,4206,18,0,0
31904,CashIn,ACH,483382,4928,18,8,0
31905,CashIn,Wire,564700,4735567,112808,0,0
31906,CashIn,ACH,40244,6228,345,9,1
31907,CashIn,ACH,11024,6228,345,5,0
31908,CashIn,Wire,52070,4754202,50,2,0
31909,CashOut,ACH,375469,3426375,122,8,0
31910,CashIn,ACH,4328,1453148,15,5,0
31911,CashIn,ACH,2824,1453148,15,7,0
31912,CashIn,ACH,73237,1453148,15,3,0
31913,CashIn,ACH,1498247,4928,18,4,0
31914,CashOut,ACH,100,3722198,3085,0,0
31915,CashIn,ACH,1050,5388,7,8,0
31916,CashIn,ACH,8077,79,3,0,0
31917,CashIn,ACH,304831,2974,18,2,0
31918,CashIn,ACH,8762,6228,345,1,0
31919,CashIn,ACH,13502,33568,43,0,0
31920,CashIn,Wire,33126,79901,519,10,1
31921,CashIn,ACH,6044,4928,18,8,0
31922,CashIn,ACH,1489,4272311,43,3,0
31923,CashOut,ACH,343,23678,3,5,0
31924,CashIn,ACH,3728,4206,18,8,0
31925,CashIn,ACH,1793,4974,3,8,0
31926,CashIn,Wire,5424320,3808480,941,8,0
31927,CashIn,Wire,540426,3518740,71,2,0
31928,CashIn,ACH,39800,4248836,142,3,0
31929,CashIn,ACH,4423,4272311,43,8,0
31930,CashIn,Wire,541868,472008,146,7,0
31931,CashIn,ACH,20522,4928,18,8,0
31932,CashIn,Wire,240600,4819658,533,10,1
31933,CashOut,ACH,5453622,3434051,49,2,0
31934,CashIn,ACH,345,1453148,15,3,0
31935,CashIn,ACH,130232,4928,18,9,1
31936,CashIn,ACH,15119,4928,18,0,0
31937,CashIn,ACH,300000,4896,509,0,0
31938,CashOut,ACH,3235,3426887,3,5,0
31939,CashIn,ACH,40192,1453148,15,9,1
31940,CashIn,ACH,1554,1453148,15,8,0
31941,CashIn,ACH,7651,6228,345,7,0
31942,CashIn,Wire,364380,1743643,603,4,0
31943,CashIn,ACH,4255,72679,6,1,0
31944,CashOut,ACH,62216,3426419,3,0,0
31945,CashIn,ACH,5880,4928,18,4,0
31946,CashIn,ACH,25488,1453148,15,6,0
31947,CashIn,ACH,151797,4928,18,4,0
31948,CashIn,ACH,456772,4928,18,7,0
31949,CashIn,ACH,14108,4928,18,1,0
31950,CashOut,ACH,30433213,848287,49,3,0
31951,CashIn,Wire,7265,4081995,71,2,0
31952,CashIn,ACH,57378,4928,18,4,0
31953,CashIn,ACH,1004104,4928,18,7,0
31954,CashIn,Wire,416000,4781928,938,10,1
31955,CashIn,ACH,405,1453148,15,6,0
31956,CashIn,ACH,11500,4376826,3,1,0
31957,CashIn,ACH,205749,4928,18,6,0
31958,CashIn,ACH,46828,4206,18,0,0
31959,CashIn,ACH,211160,4928,18,6,0
31960,CashIn,ACH,23118,7274,12,10,1
31961,CashIn,Wire,146900,2669833,72404,0,0
31962,CashIn,Wire,1000000,4499024,44301,4,0
31963,CashIn,ACH,300000,7353,3,7,0
31964,CashOut,ACH,11397,69190,78,4,0
31965,CashIn,Wire,1817603,4297148,614,1,0
31966,CashIn,ACH,305612,7353,3,6,0
31967,CashIn,ACH,8538,79,3,9,1
31968,CashOut,ACH,16569,3429857,1913,2,0
31969,CashIn,Wire,542810,3436864,17621,9,1
31970,CashIn,Wire,310000,4649700,117,5,0
31971,CashIn,ACH,22325,4272311,43,0,0
31972,CashIn,ACH,5883846,4928,18,10,1
31973,CashIn,ACH,2896,72679,6,4,0
31974,CashIn,ACH,4714,72679,6,9,1
31975,CashIn,ACH,67210,4928,18,10,1
31976,CashIn,ACH,472429,7353,3,0,0
31977,CashIn,Wire,1497500,3124318,603,0,0
31978,CashIn,ACH,255620,4928,18,3,0
31979,CashIn,ACH,7399,4413,3,8,0
31980,CashIn,Wire,558152,6477,239,5,0
31981,CashOut,ACH,29211,3426358,3,7,0
31982,CashIn,ACH,611093,4928,18,10,1
31983,CashIn,Wire,63000,4924705,2207,0,0
31984,CashIn,ACH,180000,5388,7,9,1
31985,CashIn,ACH,186114,4928,18,2,0
31986,CashIn,ACH,11457,1453148,15,6,0
31987,CashIn,ACH,160177,4928,18,5,0
31988,CashIn,ACH,196500,7353,3,7,0
31989,CashIn,ACH,19668,1453148,15,3,0
31990,CashIn,ACH,11612,4413,3,10,1
31991,CashIn,ACH,18992,4928,18,1,0
31992,CashOut,ACH,10000,4931702,1,1,0
31993,CashIn,ACH,607621,72679,6,2,0
31994,CashOut,ACH,5000,4936692,1,2,0
31995,CashIn,ACH,5800,6228,345,5,0
31996,CashIn,ACH,7700,72679,6,2,0
31997,CashIn,ACH,77800,7353,3,4,0
31998,CashIn,ACH,44000,5388,7,4,0
31999,CashIn,ACH,6242,4928,18,4,0
32000,CashIn,ACH,204389,4928,18,2,0
32001,CashIn,ACH,120726,6228,345,2,0
32002,CashIn,ACH,83396,3905,43,2,0
32003,CashIn,ACH,6545,1453148,15,3,0
32004,CashIn,Wire,4798200,3651210,307,0,0
32005,CashIn,ACH,142317,4928,18,4,0
32006,CashIn,ACH,100000,4939728,1,0,0
32007,CashIn,ACH,2637,4928,18,6,0
32008,CashIn,ACH,21961,4928,18,3,0
32009,CashIn,Wire,500,4918934,683,2,0
32010,CashIn,ACH,378000,5388,7,5,0
32011,CashIn,ACH,79071,4974,3,10,1
32012,CashIn,ACH,8800,4376826,3,8,0
32013,CashOut,ACH,100000,3427111,76,3,0
32014,CashIn,Wire,3740330,4272999,555,7,0
32015,CashIn,ACH,171820,4928,18,1,0
32016,CashIn,ACH,689384,4928,18,6,0
32017,CashIn,ACH,1239,1453148,15,9,1
32018,CashIn,ACH,28204,4928,18,0,0
32019,CashIn,ACH,5585,1453148,15,9,1
32020,CashOut,ACH,100000,3426375,122,2,0
32021,CashIn,ACH,2456,1453148,15,1,0
32022,CashIn,ACH,16830,4928,18,8,0
32023,CashIn,Wire,1703928,2210889,239,1,0
32024,CashIn,ACH,135839,4928,18,2,0
32025,CashIn,ACH,12712,4928,18,8,0
32026,CashIn,ACH,88681,22059,460,8,0
32027,CashIn,ACH,2460,4272311,43,3,0
32028,CashOut,ACH,1177686,3599574,10,9,1
32029,CashIn,ACH,71627,4928,18,4,0
32030,CashIn,ACH,52835,864866,3,4,0
32031,CashIn,ACH,712119,4928,18,0,0
32032,CashOut,ACH,12925,3426736,11,5,0
32033,CashOut,ACH,2900,3426704,244,0,0
32034,CashIn,Wire,1331800,1443862,2045,2,0
32035,CashIn,ACH,25636,4928,18,8,0
32036,CashIn,ACH,1060393,4272311,43,8,0
32037,CashIn,ACH,29904,4974,3,6,0
32038,CashIn,Wire,131500,4944647,900,0,0
32039,CashIn,ACH,951,4585734,81822,7,0
32040,CashIn,ACH,146835,1723,6,7,0
32041,CashIn,ACH,140351,7353,3,4,0
32042,CashIn,ACH,2486,6228,345,9,1
32043,CashOut,ACH,100000,3426662,18,2,0
32044,CashIn,ACH,39044,84702,1708,8,0
32045,CashOut,ACH,2681,4922417,1,6,0
32046,CashOut,Wire,155000,4931029,158245,8,0
32047,CashIn,ACH,386500,7353,3,5,0
32048,CashIn,ACH,31562,4000,3,0,0
32049,CashIn,Wire,4768500,4394129,41289,0,0
32050,CashOut,ACH,2500,3390944,18,8,0
32051,CashIn,ACH,93585,4928,18,3,0
32052,CashIn,Wire,1158200,3504311,307,2,0
32053,CashIn,ACH,421900,7353,3,10,1
32054,CashOut,ACH,30044,3426358,3,9,1
32055,CashOut,ACH,28018,3435056,18,9,1
32056,CashIn,ACH,60897,174896,3,7,0
32057,CashIn,ACH,142525,1453148,15,9,1
32058,CashIn,ACH,300000,2922817,18,3,0
32059,CashOut,ACH,869800,3475842,11,2,0
32060,CashIn,ACH,327925,4261849,2821,4,0
32061,CashIn,ACH,4135,1453148,15,1,0
32062,CashIn,ACH,5156,6228,345,1,0
32063,CashIn,Wire,331600,4834823,71,9,1
32064,CashIn,Wire,111000,1637030,5614,7,0
32065,CashIn,ACH,28601,4928,18,8,0
32066,CashIn,ACH,300000,7353,3,0,0
32067,CashIn,ACH,364431,61306,18,9,1
32068,CashOut,ACH,236213,3430629,11,7,0
32069,CashOut,ACH,14925,3004381,18,2,0
32070,CashIn,ACH,445419,4928,18,6,0
32071,CashIn,ACH,35386,15591,2,2,0
32072,CashOut,ACH,200,3435056,18,7,0
32073,CashIn,ACH,512186,3801,78,0,0
32074,CashIn,ACH,280450,4562,31,10,1
32075,CashIn,ACH,1737903,4928,18,3,0
32076,CashIn,Wire,1246800,4850986,71,9,1
32077,CashIn,ACH,1813,6228,345,0,0
32078,CashIn,Wire,618678,3974786,555,0,0
32079,CashIn,ACH,167952,4928,18,9,1
32080,CashIn,ACH,99589,4928,18,1,0
32081,CashIn,ACH,11571,72679,6,7,0
32082,CashOut,Wire,300000,4840405,2125,10,1
32083,CashIn,ACH,1129,1453148,15,7,0
32084,CashIn,Wire,7686405,3516254,71,3,0
32085,CashOut,ACH,10000,3426339,122,8,0
32086,CashIn,ACH,1684,72679,6,8,0
32087,CashIn,ACH,44759,4928,18,2,0
32088,CashIn,ACH,51094,4928,18,4,0
32089,CashIn,ACH,80450,4376826,3,4,0
32090,CashIn,Wire,1154988,6477,239,7,0
32091,CashIn,ACH,341,4272311,43,7,0
32092,CashIn,Wire,50700,3766671,520,9,1
32093,CashIn,Wire,318500,2055179,71,10,1
32094,CashIn,ACH,42860,4928,18,5,0
32095,CashOut,ACH,10000,3427112,3,2,0
32096,CashIn,ACH,325657,4928,18,7,0
32097,CashOut,ACH,10000,311682,2,5,0
32098,CashIn,ACH,80000,5388,7,9,1
32099,CashIn,ACH,8613,1453148,15,6,0
32100,CashIn,ACH,81552,785,43,1,0
32101,CashIn,ACH,49899,7353,3,6,0
32102,CashIn,ACH,40317,4928,18,8,0
32103,CashIn,ACH,62187,2567437,6,4,0
32104,CashIn,ACH,947,1453148,15,7,0
32105,CashIn,ACH,14764,4928,18,1,0
32106,CashIn,ACH,10700,4376826,3,4,0
32107,CashIn,Wire,1962035,4754202,50,7,0
32108,CashIn,ACH,421761,4928,18,5,0
32109,CashIn,ACH,7500,1453148,15,8,0
32110,CashIn,ACH,500000,400888,49,8,0
32111,CashIn,ACH,105974,4928,18,5,0
32112,CashIn,ACH,113000,7353,3,7,0
32113,CashIn,Wire,212000,4436370,519,1,0
32114,CashIn,ACH,61457,4928,18,2,0
32115,CashIn,ACH,53667,6228,345,1,0
32116,CashIn,ACH,14767,6228,345,10,1
32117,CashIn,ACH,3917,4272311,43,1,0
32118,CashOut,Wire,94000,4937298,239,4,0
32119,CashIn,ACH,1256937,4928,18,6,0
32120,CashIn,Wire,1000076,4918916,3349,1,0
32121,CashIn,ACH,983,1453148,15,0,0
32122,CashIn,ACH,2175,6228,345,2,0
32123,CashIn,ACH,150357,4928,18,5,0
32124,CashIn,ACH,3608,79,3,9,1
32125,CashIn,ACH,413,1453148,15,8,0
32126,CashIn,ACH,35908,1453148,15,5,0
32127,CashIn,ACH,7744,2922817,18,1,0
32128,CashOut,ACH,156153,1592,5,9,1
32129,CashIn,ACH,3701911,4928,18,5,0
32130,CashIn,ACH,9192,6228,345,6,0
32131,CashIn,ACH,300213,4928,18,5,0
32132,CashIn,ACH,268665,4928,18,0,0
32133,CashIn,Wire,258000,4946855,239,4,0
32134,CashIn,ACH,30691,4928,18,2,0
32135,CashIn,ACH,18416,1453148,15,6,0
32136,CashIn,ACH,75449,4928,18,0,0
32137,CashIn,ACH,960,2105288,3,6,0
32138,CashIn,ACH,1128,408916,18,9,1
32139,CashIn,ACH,503,1453148,15,1,0
32140,CashIn,ACH,155602,4928,18,6,0
32141,CashIn,ACH,701500,7353,3,5,0
32142,CashIn,Wire,1605182,3460858,71,4,0
32143,CashIn,ACH,211362,2128,18,5,0
32144,CashIn,ACH,176776,4928,18,9,1
32145,CashIn,ACH,289299,2197441,18,7,0
32146,CashIn,ACH,26934,3416819,18,0,0
32147,CashIn,ACH,2385,1453148,15,0,0
32148,CashIn,ACH,131126,4928,18,3,0
32149,CashIn,ACH,125011,4928,18,7,0
32150,CashIn,ACH,479420,7353,3,5,0
32151,CashIn,ACH,3104,7353,3,0,0
32152,CashIn,ACH,667821,4928,18,2,0
32153,CashIn,ACH,2000,4932209,1,3,0
32154,CashIn,ACH,8621,1453148,15,7,0
32155,CashIn,ACH,69002,6228,345,2,0
32156,CashIn,ACH,58017,4928,18,2,0
32157,CashIn,ACH,20872,4928,18,7,0
32158,CashIn,ACH,19159,6228,345,0,0
32159,CashIn,ACH,1468213,3988,18,8,0
32160,CashIn,ACH,92600,2960078,142,1,0
32161,CashIn,ACH,129968,4928,18,2,0
32162,CashIn,ACH,3438,6228,345,5,0
32163,CashIn,Wire,140000,4153315,4256,7,0
32164,CashOut,ACH,46045,3426408,2,4,0
32165,CashOut,ACH,36027,3427111,76,4,0
32166,CashOut,ACH,367538,3433498,13,10,1
32167,CashIn,ACH,51682,4928,18,8,0
32168,CashIn,ACH,110473,4928,18,6,0
32169,CashIn,Wire,194000,4275204,239,2,0
32170,CashIn,Wire,1415599,355938,2027,2,0
32171,CashOut,ACH,1767,3426887,3,8,0
32172,CashOut,ACH,92877,12412,18,9,1
32173,CashIn,Wire,10800,4491903,3199,5,0
32174,CashIn,Wire,793452,3508322,3557,6,0
32175,CashOut,ACH,3473,3495725,11,9,1
32176,CashIn,ACH,22185,4974,3,7,0
32177,CashIn,ACH,50931,4928,18,3,0
32178,CashIn,ACH,7759,6228,345,6,0
32179,CashIn,ACH,422839,75462,192,1,0
32180,CashOut,ACH,2000,1546143,11,7,0
32181,CashOut,ACH,1892220,5319,3,2,0
32182,CashOut,ACH,32487,5388,7,0,0
32183,CashIn,ACH,7181,1453148,15,5,0
32184,CashIn,ACH,19598,4928,18,5,0
32185,CashIn,Wire,46500,1956093,871,8,0
32186,CashIn,ACH,346000,5388,7,0,0
32187,CashIn,ACH,83322,4928,18,3,0
32188,CashIn,ACH,30000,4939512,1,10,1
32189,CashIn,ACH,2047219,4928,18,3,0
32190,CashIn,ACH,841434,60683,10,7,0
32191,CashIn,ACH,3876,4272311,43,8,0
32192,CashIn,ACH,370198,4928,18,3,0
32193,CashIn,ACH,127428,785,43,0,0
32194,CashIn,ACH,1254,74943,43,2,0
32195,CashIn,ACH,1706550,4928,18,5,0
32196,CashIn,ACH,514176,7353,3,0,0
32197,CashIn,ACH,35182,1453148,15,0,0
32198,CashIn,ACH,143648,4928,18,1,0
32199,CashIn,ACH,724,4272311,43,7,0
32200,CashIn,Wire,281632,157708,239,0,0
32201,CashIn,ACH,1520,1453148,15,2,0
32202,CashIn,Wire,39884000,4933147,3550,4,0
32203,CashOut,ACH,22653,4562,31,10,1
32204,CashOut,ACH,77280,2960078,142,0,0
32205,CashIn,ACH,4514,4928,18,10,1
32206,CashIn,ACH,411864,4928,18,8,0
32207,CashIn,ACH,1943134,69190,78,0,0
32208,CashOut,ACH,20000,491730,1708,0,0
32209,CashIn,ACH,3844,72679,6,3,0
32210,CashIn,ACH,135000,2654091,2,7,0
32211,CashIn,ACH,12013,1453148,15,1,0
32212,CashIn,ACH,58102,4928,18,3,0
32213,CashIn,ACH,545,1453148,15,5,0
32214,CashIn,ACH,13771,72679,6,9,1
32215,CashIn,Wire,730324,4754202,50,4,0
32216,CashIn,ACH,10900,4376826,3,5,0
32217,CashIn,ACH,53483,4928,18,3,0
32218,CashIn,ACH,2424,6228,345,3,0
32219,CashIn,Wire,583002,2729026,71,0,0
32220,CashIn,Wire,3425800,3989690,2070,0,0
32221,CashIn,ACH,357,4928,18,6,0
32222,CashIn,ACH,1046871,754751,31,2,0
32223,CashIn,Wire,364000,2311937,239,1,0
32224,CashIn,ACH,45100,400,2791,7,0
32225,CashIn,ACH,149471,4928,18,0,0
32226,CashIn,Wire,2579896,2322147,523,7,0
32227,CashIn,ACH,2636,72679,6,10,1
32228,CashIn,ACH,3075,72679,6,0,0
32229,CashIn,ACH,53387,4928,18,9,1
32230,CashIn,ACH,200421,7353,3,8,0
32231,CashIn,ACH,463374,4928,18,3,0
32232,CashIn,ACH,101500,7353,3,10,1
32233,CashIn,ACH,132036,4928,18,0,0
32234,CashIn,ACH,4420,1453148,15,10,1
32235,CashIn,ACH,15750,4928,18,5,0
32236,CashIn,Wire,351000,3775855,1,9,1
32237,CashOut,ACH,8181,12124,3,9,1
32238,CashIn,ACH,64110,4928,18,10,1
32239,CashIn,ACH,295,1453148,15,10,1
32240,CashIn,ACH,13373,4928,18,6,0
32241,CashIn,ACH,64722,6228,345,10,1
32242,CashIn,ACH,4363,4272311,43,6,0
32243,CashOut,ACH,5445,3426527,3,10,1
32244,CashIn,ACH,272029,1643954,3,3,0
32245,CashIn,ACH,3049,1453148,15,7,0
32246,CashIn,ACH,4690232,71846,3,3,0
32247,CashIn,ACH,172489,4272311,43,5,0
32248,CashIn,ACH,492342,4928,18,0,0
32249,CashOut,ACH,26569,59111,18,0,0
32250,CashIn,ACH,31137,4928,18,5,0
